segment,distance_inv_A,q1,q2,q3,frequency_1_THz,frequency_2_THz,frequency_3_THz,frequency_4_THz,frequency_5_THz,frequency_6_THz
0,0.0,0.0,0.0,0.0,-2.1361876454284975e-07,-1.082369213854437e-07,-9.628510590480723e-08,11.46306534760022,11.463065347600221,11.463065347600221
0,0.003659877138918024,0.01,0.0,0.01,0.13029429766570932,0.13029429766578748,0.2318799427614976,11.462247017475692,11.462247017475693,11.462689949296083
0,0.007319754277836048,0.02,0.0,0.02,0.26052681138210676,0.26052681138220507,0.46358285323079185,11.459794507874872,11.459794507874872,11.461558249996926
0,0.010979631416754072,0.03,0.0,0.03,0.39063534648998555,0.3906353464900133,0.6949324541630844,11.455715255470231,11.455715255470233,11.459653797317326
0,0.014639508555672098,0.04,0.0,0.04,0.5205568905933157,0.5205568905933532,0.9257539724630305,11.450021635977334,11.450021635977336,11.456949372238691
0,0.018299385694590123,0.05,0.0,0.05,0.6502272138322897,0.6502272138323392,1.1558748764330908,11.442730936329117,11.442730936329118,11.453407288212134
0,0.021959262833508145,0.06,0.0,0.06,0.7795804799607359,0.7795804799607371,1.3851255953363901,11.433865316280125,11.433865316280126,11.448979803316572
0,0.025619139972426173,0.07,0.0,0.07,0.908548871548666,0.9085488715487015,1.6133402155567793,11.4234517599917,11.4234517599917,11.443609639069129
0,0.029279017111344195,0.08,0.0,0.08,1.037062232408535,1.0370622324085652,1.8403571477904206,11.411522018292546,11.411522018292548,11.437230597909068
0,0.03293889425026222,0.09,0.0,0.09,1.1650477300717184,1.165047730071731,2.066019759897239,11.398112542441893,11.398112542441895,11.429768269978325
0,0.036598771389180246,0.1,0.0,0.1,1.2924295408356672,1.2924295408356887,2.290176970272275,11.383264410340544,11.383264410340544,11.421140818626755
0,0.04025864852809827,0.11,0.0,0.11,1.419128559570787,1.419128559570793,2.512683796870366,11.367023246235378,11.367023246235382,11.411259833097743
0,0.04391852566701629,0.12,0.0,0.12,1.5450621361277372,1.5450621361277577,2.733401857332945,11.349439135040848,11.34943913504085,11.400031236112039
0,0.04757840280593432,0.13,0.0,0.13,1.670143839836068,1.670143839836073,2.9521998160223646,11.330566532451625,11.330566532451627,11.387356233568976
0,0.05123827994485235,0.14,0.0,0.14,1.7942832532410338,1.7942832532410455,3.168953774168039,11.31046417203877,11.31046417203877,11.373132293323133
0,0.05489815708377036,0.15,0.0,0.15,1.9173857959058178,1.9173857959058274,3.383547599770787,11.28919497050104,11.289194970501041,11.357254139962329
0,0.05855803422268839,0.16,0.0,0.16,2.039352578819196,2.0393525788191997,3.5958731943949838,11.266825932176431,11.266825932176435,11.339614752696933
0,0.06221791136160642,0.17,0.0,0.17,2.1600802897118023,2.160080289711805,3.805830694502702,11.243428053799677,11.243428053799683,11.320106353852339
0,0.06587778850052443,0.18,0.0,0.18,2.2794611094073876,2.2794611094073938,4.013328605548329,11.219076230310646,11.21907623031065,11.298621376015834
0,0.06953766563944246,0.19,0.0,0.19,2.3973826592350482,2.3973826592350536,4.218283867653778,11.193849162268705,11.193849162268705,11.275053396602038
0,0.07319754277836048,0.2,0.0,0.2,2.5137279795146967,2.513727979514699,4.420621852320188,11.167829265100309,11.167829265100313,11.249298029444446
0,0.0768574199172785,0.21,0.0,0.21,2.6283755392130517,2.6283755392130588,4.620276290298418,11.1411025799938,11.141102579993804,11.221253763968496
0,0.08051729705619652,0.22,0.0,0.22,2.7411992770618907,2.7411992770618925,4.817189131432914,11.113758685749255,11.113758685749257,11.190822743531536
0,0.08417717419511454,0.23,0.0,0.23,2.8520686747392774,2.852068674739285,5.011310338003882,11.085890610287226,11.085890610287231,11.1579114756031
0,0.08783705133403256,0.24,0.0,0.24,2.9608488631452077,2.96084886314521,5.202597613817622,11.057594739815654,11.057594739815658,11.122431467585645
0,0.09149692847295059,0.25,0.0,0.25,3.067400763351305,3.0674007633513063,5.391016072022324,11.028970722850344,11.02897072285035,11.084299783221315
0,0.09515680561186861,0.26,0.0,0.26,3.1715812644673687,3.1715812644673713,5.5765378453502334,11.000121365388749,11.00012136538875,11.043439515678909
0,0.09881668275078663,0.27,0.0,0.27,3.273243441428022,3.273243441428031,5.759141643195746,10.971152512562949,10.97115251256295,10.999780174552477
0,0.10247655988970465,0.28,0.0,0.28,3.3722368165383796,3.372236816538383,5.938812260621769,10.942172911070417,10.94217291107042,10.953257985117636
0,0.10613643702862266,0.29,0.0,0.29,3.468407669492812,3.468407669492819,6.115540045032368,10.903816099273346,10.913294045635244,10.913294045635247
0,0.10979631416754068,0.3,0.0,0.3,3.5615994014443775,3.5615994014443815,6.289320326846587,10.85140471863882,10.884629941738089,10.884629941738092
0,0.1134561913064587,0.31,0.0,0.31,3.651652959489899,3.651652959489904,6.460152821043736,10.795981131270619,10.856296925935148,10.856296925935148
0,0.11711606844537673,0.32,0.0,0.32,3.738407328564246,3.7384073285642514,6.628041006913432,10.737509664409137,10.828413334347374,10.828413334347378
0,0.12077594558429475,0.33,0.0,0.33,3.8217000981070486,3.8217000981070526,6.792991493722184,10.67596155655349,10.801099159440206,10.801099159440207
0,0.12443582272321277,0.34,0.0,0.34,3.9013681108628218,3.901368110862827,6.955013380292546,10.611314752995048,10.77447562514548,10.774475625145483
0,0.12809569986213076,0.35,0.0,0.35,3.977248200675322,3.9772482006753282,7.114117616671206,10.543553629711184,10.748664680825575,10.748664680825579
0,0.13175557700104878,0.36,0.0,0.36,4.049178025013333,4.049178025013338,7.270316376131382,10.47266865122865,10.72378840567245,10.723788405672453
0,0.1354154541399668,0.37,0.0,0.37,4.116996996099144,4.116996996099148,7.423622445707092,10.398655968708551,10.699968316989242,10.699968316989244
0,0.13907533127888483,0.38,0.0,0.38,4.180547311810015,4.180547311810022,7.574048643288208,10.32151696507919,10.677324578512824,10.677324578512826
0,0.14273520841780285,0.39,0.0,0.39,4.239675083938888,4.239675083938893,7.72160726901541,10.24125775454619,10.655975108551525,10.65597510855153
0,0.14639508555672087,0.4,0.0,0.4,4.294231556947494,4.294231556947498,7.86630959830361,10.157888644237977,10.636034592217285,10.636034592217293
0,0.15005496269563887,0.41,0.0,0.41,4.344074405128292,4.344074405128293,8.008165423296465,10.07142356609553,10.617613407324077,10.617613407324082
0,0.1537148398345569,0.42,0.0,0.42,4.3890690903122636,4.389069090312267,8.147182648918697,9.981879487383829,10.600816479399398,10.6008164793994
0,0.1573747169734749,0.43,0.0,0.43,4.429090256237305,4.429090256237312,8.283366948957017,9.889275808385628,10.585742087397723,10.585742087397724
0,0.16103459411239293,0.44,0.0,0.44,4.464023129845244,4.464023129845248,8.416721486775943,9.793633755931207,10.572480647690908,10.572480647690915
0,0.16469447125131095,0.45,0.0,0.45,4.493764894612984,4.493764894612986,8.547246704374448,9.694975781417295,10.561113509234849,10.56111350923485
0,0.16835434839022898,0.46,0.0,0.46,4.5182259970922685,4.5182259970922765,8.674940182529216,9.59332497187153,10.551711796923781,10.551711796923783
0,0.17201422552914697,0.47,0.0,0.47,4.537331345667382,4.537331345667391,8.79979657376565,9.488704482421952,10.544335342508703,10.544335342508704
0,0.175674102668065,0.48,0.0,0.48,4.55102136058904,4.5510213605890435,8.921807608866585,9.381136998234414,10.539031742624616,10.539031742624621
0,0.179333979806983,0.49,0.0,0.49,4.559252836895145,4.5592528368951495,9.04096217658744,9.270644233582072,10.535835581150922,10.535835581150927
0,0.18299385694590103,0.5,0.0,0.5,4.561999586956018,4.561999586956021,9.157246475213066,9.157246475213071,10.534767848247542,10.534767848247546
1,0.18299385694590103,0.5,0.0,0.5,4.561999586956018,4.561999586956021,9.157246475213066,9.157246475213071,10.534767848247542,10.534767848247546
1,0.18482379551536005,0.5,0.005,0.505,4.562482801288174,4.562482801288181,9.156709078454877,9.156709078454881,10.535086307189031,10.535086307189035
1,0.18665373408481906,0.5,0.01,0.51,4.563930725257147,4.56393072525715,9.155099931304791,9.155099931304798,10.536039190012316,10.536039190012316
1,0.18848367265427807,0.5,0.015,0.515,4.566338207534104,4.566338207534109,9.152428113347943,9.152428113347945,10.537619065663357,10.537619065663357
1,0.19031361122373708,0.5,0.02,0.52,4.569696681693008,4.569696681693012,9.148708593713357,9.14870859371336,10.539813716417578,10.539813716417585
1,0.1921435497931961,0.5,0.025,0.525,4.573994194694804,4.573994194694808,9.143961994156976,9.14396199415698,10.542606380511259,10.542606380511264
1,0.1939734883626551,0.5,0.03,0.53,4.5792154463750325,4.579215446375038,9.138214273335867,9.138214273335869,10.545976075737823,10.545976075737826
1,0.1958034269321141,0.5,0.035,0.535,4.585341839559484,4.585341839559487,9.131496346590012,9.131496346590012,10.549897989560506,10.54989798956051
1,0.19763336550157312,0.5,0.04,0.54,4.592351540347257,4.592351540347261,9.123843657535739,9.123843657535739,10.554343919264317,10.554343919264323
1,0.19946330407103213,0.5,0.045,0.545,4.600219548030152,4.600219548030154,9.115295718558746,9.115295718558746,10.559282744842877,10.55928274484288
1,0.20129324264049114,0.5,0.05,0.55,4.608917774064324,4.608917774064325,9.105895636939717,9.105895636939719,10.564680917624353,10.564680917624353
1,0.20312318120995015,0.5,0.055,0.555,4.618415129477343,4.618415129477343,9.095689642019074,9.095689642019074,10.570502948917792,10.570502948917795
1,0.20495311977940917,0.5,0.06,0.56,4.628677620081453,4.6286776200814534,9.084726626745912,9.084726626745914,10.57671188496894,10.576711884968942
1,0.20678305834886815,0.5,0.065,0.565,4.639668448873596,4.6396684488736,9.07305771442535,9.073057714425357,10.583269756988432,10.583269756988436
1,0.2086129969183272,0.5,0.07,0.5700000000000001,4.651348125034568,4.651348125034569,9.060735858736198,9.060735858736201,10.590137997695939,10.59013799769594
1,0.21044293548778617,0.5,0.075,0.575,4.663674578992761,4.663674578992765,9.047815482363069,9.04781548236307,10.597277818485525,10.597277818485528
1,0.21227287405724518,0.5,0.08,0.58,4.676603283092246,4.676603283092247,9.034352157048875,9.034352157048879,10.604650543786095,10.604650543786097
1,0.2141028126267042,0.5,0.085,0.585,4.690087377497637,4.69008737749764,9.020402325645051,9.020402325645053,10.612217901345105,10.612217901345106
1,0.2159327511961632,0.5,0.09,0.59,4.7040778010785145,4.704077801078515,9.00602306488393,9.006023064883932,10.619942268939639,10.61994226893964
1,0.2177626897656222,0.5,0.095,0.595,4.718523427140151,4.718523427140154,8.991271886142771,8.991271886142775,10.627786879394733,10.627786879394737
1,0.21959262833508122,0.5,0.1,0.6,4.73337120400294,4.733371204002942,8.976206570396572,8.976206570396576,10.635715986780378,10.63571598678038
1,0.22142256690454024,0.5,0.105,0.605,4.748566300575193,4.748566300575198,8.960885032832591,8.960885032832595,10.643694997303829,10.643694997303832
1,0.22325250547399925,0.5,0.11,0.61,4.764052257210005,4.764052257210006,8.945365212171676,8.945365212171678,10.651690568765144,10.651690568765146
1,0.22508244404345826,0.5,0.115,0.615,4.779771142280095,4.779771142280096,8.929704979557476,8.929704979557478,10.659670682557977,10.65967068255798
1,0.22691238261291727,0.5,0.12,0.62,4.795663715041494,4.795663715041495,8.913962061880868,8.91396206188087,10.667604692131246,10.667604692131249
